Commodity,Date,Unit,Minimum Price,Maximum Price,Average Price,Price Range,Price_Difference,Date_Day
Clive Dry,2021-12-26,Kg,320,330,325,10,5,26
Clive Green,2021-12-26,Kg,100,110,105,10,5,26
Fish Fresh(Rahu),2021-12-26,KG,285,310,297,25,12,26
Fish Fresh(Bachuwa),2021-12-26,KG,230,250,240,20,10,26
Fish Fresh(Chhadi),2021-12-26,KG,230,250,240,20,10,26
Fish Fresh(Mungari),2021-12-26,KG,230,250,240,20,10,26
Tomato Big(Nepali),2021-12-27,Kg,70,80,75,10,5,27
Tomato Big(Indian),2021-12-27,Kg,70,80,75,10,5,27
Tomato Small(Local),2021-12-27,Kg,40,50,45,10,5,27
Tomato Small(Tunnel),2021-12-27,Kg,40,50,45,10,5,27
Tomato Small(Indian),2021-12-27,KG,60,70,65,10,5,27
Tomato Small(Terai),2021-12-27,KG,60,70,65,10,5,27
Potato Red,2021-12-27,Kg,28,32,30,4,2,27
Potato Red(Indian),2021-12-27,KG,22,24,23,2,1,27
Potato White,2021-12-27,Kg,22,25,23,3,1,27
Onion Dry (Indian),2021-12-27,Kg,48,52,50,4,2,27
Carrot(Local),2021-12-27,Kg,90,100,95,10,5,27
Carrot(Terai),2021-12-27,Kg,90,100,95,10,5,27
Cabbage(Local),2021-12-27,Kg,40,50,45,10,5,27
Cabbage(Terai),2021-12-27,Kg,40,50,45,10,5,27
Cabbage,2021-12-27,Kg,40,50,45,10,5,27
Cauli Local,2021-12-27,Kg,50,60,55,10,5,27
Cauli Local(Jyapu),2021-12-27,Kg,60,70,65,10,5,27
Cauli Terai,2021-12-27,Kg,50,60,55,10,5,27
Raddish Red,2021-12-27,Kg,50,60,55,10,5,27
Raddish White(Local),2021-12-27,Kg,25,35,30,10,5,27
Raddish White(Hybrid),2021-12-27,Kg,40,50,45,10,5,27
Brinjal Long,2021-12-27,Kg,30,40,35,10,5,27
Brinjal Round,2021-12-27,Kg,30,40,35,10,5,27
Cow pea(Long),2021-12-27,Kg,80,90,85,10,5,27
Cowpea(Short),2021-12-27,Kg,60,70,65,10,5,27
Green Peas,2021-12-27,Kg,70,90,80,20,10,27
French Bean(Local),2021-12-27,Kg,90,100,95,10,5,27
French Bean(Hybrid),2021-12-27,Kg,90,100,95,10,5,27
French Bean(Rajma),2021-12-27,Kg,130,150,140,20,10,27
Sword Bean,2021-12-27,Kg,40,50,45,10,5,27
Bitter Gourd,2021-12-27,Kg,80,100,90,20,10,27
Bottle Gourd,2021-12-27,Kg,50,60,55,10,5,27
Pointed Gourd(Terai),2021-12-27,Kg,130,140,135,10,5,27
Pumpkin,2021-12-27,Kg,25,30,27,5,2,27
Squash(Long),2021-12-27,Kg,30,40,35,10,5,27
Squash(Round),2021-12-27,Kg,30,40,35,10,5,27
Turnip,2021-12-27,Kg,60,70,65,10,5,27
Okara,2021-12-27,Kg,120,130,125,10,5,27
Sweet Potato,2021-12-27,Kg,50,60,55,10,5,27
Barela,2021-12-27,Kg,50,60,55,10,5,27
Arum,2021-12-27,Kg,40,50,45,10,5,27
Christophine,2021-12-27,Kg,20,25,22,5,2,27
Brd Leaf Mustard,2021-12-27,Kg,30,40,35,10,5,27
Spinach Leaf,2021-12-27,Kg,90,100,95,10,5,27
Cress Leaf,2021-12-27,Kg,90,100,95,10,5,27
Mustard Leaf,2021-12-27,Kg,40,50,45,10,5,27
Fenugreek Leaf,2021-12-27,Kg,90,100,95,10,5,27
Onion Green,2021-12-27,Kg,50,60,55,10,5,27
Bakula,2021-12-27,Kg,100,110,105,10,5,27
Yam,2021-12-27,Kg,50,60,55,10,5,27
Mushroom(Kanya),2021-12-27,Kg,200,220,210,20,10,27
Mushroom(Button),2021-12-27,KG,280,300,290,20,10,27
Brocauli,2021-12-27,Kg,70,80,75,10,5,27
Sugarbeet,2021-12-27,Kg,80,90,85,10,5,27
Red Cabbbage,2021-12-27,Kg,225,250,237,25,12,27
Lettuce,2021-12-27,Kg,250,300,275,50,25,27
Knolkhol,2021-12-27,Kg,80,90,85,10,5,27
Celery,2021-12-27,Kg,350,400,375,50,25,27
Parseley,2021-12-27,Kg,500,550,525,50,25,27
Fennel Leaf,2021-12-27,Kg,90,100,95,10,5,27
Mint,2021-12-27,Kg,700,800,750,100,50,27
Turnip A,2021-12-27,Kg,70,80,75,10,5,27
Tamarind,2021-12-27,Kg,140,150,145,10,5,27
Bamboo Shoot,2021-12-27,Kg,90,100,95,10,5,27
Tofu,2021-12-27,Kg,90,100,95,10,5,27
Gundruk,2021-12-27,Kg,200,250,225,50,25,27
Apple(Jholey),2021-12-27,Kg,180,200,190,20,10,27
Apple(Fuji),2021-12-27,KG,250,280,265,30,15,27
Banana,2021-12-27,Doz,90,100,95,10,5,27
Lime,2021-12-27,Kg,90,100,95,10,5,27
Pomegranate,2021-12-27,Kg,350,400,375,50,25,27
Grapes(Green),2021-12-27,Kg,300,320,310,20,10,27
Grapes(Black),2021-12-27,Kg,450,500,475,50,25,27
Orange(Nepali),2021-12-27,Kg,125,135,130,10,5,27
Orange(Indian),2021-12-27,Kg,100,110,105,10,5,27
Water Melon(Green),2021-12-27,Kg,90,100,95,10,5,27
Sweet Orange,2021-12-27,Kg,120,130,125,10,5,27
Mandarin,2021-12-27,Kg,220,250,235,30,15,27
Pineapple,2021-12-27,1 Pc,120,130,125,10,5,27
Cucumber(Local),2021-12-27,Kg,110,130,120,20,10,27
Cucumber(Hybrid),2021-12-27,KG,60,70,65,10,5,27
Jack Fruit,2021-12-27,Kg,100,110,105,10,5,27
Lemon,2021-12-27,Kg,50,60,55,10,5,27
Pear(Chinese),2021-12-27,Kg,220,250,235,30,15,27
Papaya(Nepali),2021-12-27,Kg,70,80,75,10,5,27
Papaya(Indian),2021-12-27,Kg,80,90,85,10,5,27
Guava,2021-12-27,Kg,110,130,120,20,10,27
Mombin,2021-12-27,Kg,80,90,85,10,5,27
Sugarcane,2021-12-27,1 Pc,90,100,95,10,5,27
Kinnow,2021-12-27,Kg,120,140,130,20,10,27
Strawberry,2021-12-27,Kg,500,550,525,50,25,27
Kiwi,2021-12-27,Kg,300,350,325,50,25,27
Avocado,2021-12-27,Kg,300,350,325,50,25,27
Amla,2021-12-27,Kg,70,80,75,10,5,27
Ginger,2021-12-27,Kg,30,40,35,10,5,27
Chilli Dry,2021-12-27,Kg,300,305,302,5,2,27
Chilli Green,2021-12-27,Kg,40,50,45,10,5,27
Chilli Green(Bullet),2021-12-27,KG,50,60,55,10,5,27
Chilli Green(Machhe),2021-12-27,KG,90,100,95,10,5,27
Chilli Green(Akbare),2021-12-27,KG,180,200,190,20,10,27
Capsicum,2021-12-27,Kg,90,100,95,10,5,27
Garlic Green,2021-12-27,Kg,100,120,110,20,10,27
Coriander Green,2021-12-27,Kg,120,140,130,20,10,27
Garlic Dry Chinese,2021-12-27,Kg,290,300,295,10,5,27
Garlic Dry Nepali,2021-12-27,Kg,190,200,195,10,5,27
Clive Dry,2021-12-27,Kg,320,350,335,30,15,27
Clive Green,2021-12-27,Kg,100,120,110,20,10,27
Fish Fresh(Rahu),2021-12-27,KG,285,300,292,15,7,27
Fish Fresh(Bachuwa),2021-12-27,KG,230,250,240,20,10,27
Fish Fresh(Chhadi),2021-12-27,KG,230,250,240,20,10,27
Fish Fresh(Mungari),2021-12-27,KG,230,250,240,20,10,27
Tomato Big(Nepali),2021-12-28,Kg,70,80,75,10,5,28
Tomato Big(Indian),2021-12-28,Kg,70,80,75,10,5,28
Tomato Small(Local),2021-12-28,Kg,35,45,40,10,5,28
Tomato Small(Tunnel),2021-12-28,Kg,50,60,55,10,5,28
Tomato Small(Indian),2021-12-28,KG,50,60,55,10,5,28
Tomato Small(Terai),2021-12-28,KG,55,65,60,10,5,28
Potato Red,2021-12-28,Kg,30,34,32,4,2,28
Potato Red(Indian),2021-12-28,KG,22,25,23,3,1,28
Potato White,2021-12-28,Kg,22,25,23,3,1,28
Onion Dry (Indian),2021-12-28,Kg,50,52,51,2,1,28
Carrot(Local),2021-12-28,Kg,90,100,95,10,5,28
Carrot(Terai),2021-12-28,Kg,80,90,85,10,5,28
Cabbage(Local),2021-12-28,Kg,40,50,45,10,5,28
Cabbage(Terai),2021-12-28,Kg,40,50,45,10,5,28
Cabbage,2021-12-28,Kg,40,50,45,10,5,28
Cauli Local,2021-12-28,Kg,45,55,50,10,5,28
Cauli Local(Jyapu),2021-12-28,Kg,60,70,65,10,5,28
Cauli Terai,2021-12-28,Kg,40,50,45,10,5,28
Raddish Red,2021-12-28,Kg,50,60,55,10,5,28
Raddish White(Local),2021-12-28,Kg,25,35,30,10,5,28
Raddish White(Hybrid),2021-12-28,Kg,35,45,40,10,5,28
Brinjal Long,2021-12-28,Kg,30,40,35,10,5,28
Brinjal Round,2021-12-28,Kg,30,40,35,10,5,28
Cow pea(Long),2021-12-28,Kg,90,100,95,10,5,28
Cowpea(Short),2021-12-28,Kg,50,60,55,10,5,28
Green Peas,2021-12-28,Kg,60,70,65,10,5,28
French Bean(Local),2021-12-28,Kg,100,120,110,20,10,28
French Bean(Hybrid),2021-12-28,Kg,100,120,110,20,10,28
French Bean(Rajma),2021-12-28,Kg,130,140,135,10,5,28
Sword Bean,2021-12-28,Kg,40,50,45,10,5,28
Bitter Gourd,2021-12-28,Kg,90,100,95,10,5,28
Bottle Gourd,2021-12-28,Kg,50,60,55,10,5,28
Pointed Gourd(Terai),2021-12-28,Kg,120,130,125,10,5,28
Pumpkin,2021-12-28,Kg,25,30,27,5,2,28
Squash(Long),2021-12-28,Kg,40,50,45,10,5,28
Squash(Round),2021-12-28,Kg,30,40,35,10,5,28
Turnip,2021-12-28,Kg,60,70,65,10,5,28
Okara,2021-12-28,Kg,120,130,125,10,5,28
Sweet Potato,2021-12-28,Kg,60,70,65,10,5,28
Barela,2021-12-28,Kg,70,80,75,10,5,28
Arum,2021-12-28,Kg,40,50,45,10,5,28
Christophine,2021-12-28,Kg,20,30,25,10,5,28
Brd Leaf Mustard,2021-12-28,Kg,30,40,35,10,5,28
Spinach Leaf,2021-12-28,Kg,90,100,95,10,5,28
Cress Leaf,2021-12-28,Kg,90,100,95,10,5,28
Mustard Leaf,2021-12-28,Kg,40,50,45,10,5,28
Fenugreek Leaf,2021-12-28,Kg,90,100,95,10,5,28
Onion Green,2021-12-28,Kg,60,70,65,10,5,28
Bakula,2021-12-28,Kg,100,110,105,10,5,28
Yam,2021-12-28,Kg,60,70,65,10,5,28
Mushroom(Kanya),2021-12-28,Kg,160,180,170,20,10,28
Mushroom(Button),2021-12-28,KG,250,280,265,30,15,28
Brocauli,2021-12-28,Kg,70,80,75,10,5,28
Sugarbeet,2021-12-28,Kg,60,70,65,10,5,28
Red Cabbbage,2021-12-28,Kg,200,220,210,20,10,28
Lettuce,2021-12-28,Kg,150,200,175,50,25,28
Celery,2021-12-28,Kg,250,300,275,50,25,28
Parseley,2021-12-28,Kg,350,400,375,50,25,28
Fennel Leaf,2021-12-28,Kg,90,100,95,10,5,28
Mint,2021-12-28,Kg,700,800,750,100,50,28
Turnip A,2021-12-28,Kg,70,80,75,10,5,28
Tamarind,2021-12-28,Kg,140,150,145,10,5,28
Bamboo Shoot,2021-12-28,Kg,90,100,95,10,5,28
Tofu,2021-12-28,Kg,90,100,95,10,5,28
Gundruk,2021-12-28,Kg,200,250,225,50,25,28
Apple(Jholey),2021-12-28,Kg,180,200,190,20,10,28
Apple(Fuji),2021-12-28,KG,250,280,265,30,15,28
Banana,2021-12-28,Doz,90,100,95,10,5,28
Lime,2021-12-28,Kg,100,110,105,10,5,28
Pomegranate,2021-12-28,Kg,350,400,375,50,25,28
Grapes(Green),2021-12-28,Kg,300,320,310,20,10,28
Grapes(Black),2021-12-28,Kg,450,500,475,50,25,28
Orange(Nepali),2021-12-28,Kg,120,130,125,10,5,28
Orange(Indian),2021-12-28,Kg,100,110,105,10,5,28
Water Melon(Green),2021-12-28,Kg,90,100,95,10,5,28
Sweet Orange,2021-12-28,Kg,120,130,125,10,5,28
Mandarin,2021-12-28,Kg,250,300,275,50,25,28
Pineapple,2021-12-28,1 Pc,120,130,125,10,5,28
Cucumber(Local),2021-12-28,Kg,110,130,120,20,10,28
Cucumber(Hybrid),2021-12-28,KG,60,70,65,10,5,28
Lemon,2021-12-28,Kg,50,60,55,10,5,28
Pear(Chinese),2021-12-28,Kg,220,250,235,30,15,28
Papaya(Nepali),2021-12-28,Kg,70,80,75,10,5,28
Papaya(Indian),2021-12-28,Kg,80,90,85,10,5,28
Guava,2021-12-28,Kg,120,130,125,10,5,28
Mombin,2021-12-28,Kg,70,80,75,10,5,28
Sugarcane,2021-12-28,1 Pc,90,100,95,10,5,28
Kinnow,2021-12-28,Kg,120,150,135,30,15,28
Strawberry,2021-12-28,Kg,500,550,525,50,25,28
Kiwi,2021-12-28,Kg,300,350,325,50,25,28
Avocado,2021-12-28,Kg,300,350,325,50,25,28
Amla,2021-12-28,Kg,70,80,75,10,5,28
Ginger,2021-12-28,Kg,30,40,35,10,5,28
Chilli Dry,2021-12-28,Kg,300,310,305,10,5,28
Chilli Green,2021-12-28,Kg,50,60,55,10,5,28
Chilli Green(Bullet),2021-12-28,KG,50,60,55,10,5,28
Chilli Green(Machhe),2021-12-28,KG,90,100,95,10,5,28
Chilli Green(Akbare),2021-12-28,KG,150,200,175,50,25,28
Capsicum,2021-12-28,Kg,110,120,115,10,5,28
Garlic Green,2021-12-28,Kg,90,100,95,10,5,28
Coriander Green,2021-12-28,Kg,100,120,110,20,10,28
Garlic Dry Chinese,2021-12-28,Kg,280,290,285,10,5,28
Garlic Dry Nepali,2021-12-28,Kg,190,200,195,10,5,28
Clive Dry,2021-12-28,Kg,300,350,325,50,25,28
Clive Green,2021-12-28,Kg,100,120,110,20,10,28
Fish Fresh(Rahu),2021-12-28,KG,285,300,292,15,7,28
Fish Fresh(Bachuwa),2021-12-28,KG,230,250,240,20,10,28
Fish Fresh(Chhadi),2021-12-28,KG,230,250,240,20,10,28
Fish Fresh(Mungari),2021-12-28,KG,230,250,240,20,10,28
Tomato Big(Nepali),2021-12-29,Kg,70,80,75,10,5,29
Tomato Big(Indian),2021-12-29,Kg,70,80,75,10,5,29
Tomato Small(Local),2021-12-29,Kg,40,50,45,10,5,29
Tomato Small(Tunnel),2021-12-29,Kg,55,65,60,10,5,29
Tomato Small(Indian),2021-12-29,KG,60,70,65,10,5,29
Tomato Small(Terai),2021-12-29,KG,60,70,65,10,5,29
Potato Red,2021-12-29,Kg,32,36,34,4,2,29
Potato Red(Indian),2021-12-29,KG,22,25,23,3,1,29
Potato White,2021-12-29,Kg,24,25,24,1,0,29
Onion Dry (Indian),2021-12-29,Kg,50,52,51,2,1,29
Carrot(Local),2021-12-29,Kg,90,100,95,10,5,29
Carrot(Terai),2021-12-29,Kg,70,80,75,10,5,29
Cabbage(Local),2021-12-29,Kg,40,50,45,10,5,29
Cabbage(Terai),2021-12-29,Kg,40,50,45,10,5,29
Cabbage,2021-12-29,Kg,40,50,45,10,5,29
Cauli Local,2021-12-29,Kg,40,50,45,10,5,29
Cauli Local(Jyapu),2021-12-29,Kg,60,70,65,10,5,29
Cauli Terai,2021-12-29,Kg,40,50,45,10,5,29
Raddish Red,2021-12-29,Kg,50,60,55,10,5,29
Raddish White(Local),2021-12-29,Kg,25,35,30,10,5,29
Raddish White(Hybrid),2021-12-29,Kg,35,45,40,10,5,29
Brinjal Long,2021-12-29,Kg,30,40,35,10,5,29
Brinjal Round,2021-12-29,Kg,30,40,35,10,5,29
Cow pea(Long),2021-12-29,Kg,90,100,95,10,5,29
Cowpea(Short),2021-12-29,Kg,70,80,75,10,5,29
Green Peas,2021-12-29,Kg,60,80,70,20,10,29
French Bean(Local),2021-12-29,Kg,100,120,110,20,10,29
French Bean(Hybrid),2021-12-29,Kg,100,120,110,20,10,29
French Bean(Rajma),2021-12-29,Kg,130,140,135,10,5,29
Sword Bean,2021-12-29,Kg,40,50,45,10,5,29
Bitter Gourd,2021-12-29,Kg,90,100,95,10,5,29
Bottle Gourd,2021-12-29,Kg,50,60,55,10,5,29
Pointed Gourd(Terai),2021-12-29,Kg,130,140,135,10,5,29
Pumpkin,2021-12-29,Kg,25,30,27,5,2,29
Squash(Long),2021-12-29,Kg,40,50,45,10,5,29
Squash(Round),2021-12-29,Kg,40,50,45,10,5,29
Turnip,2021-12-29,Kg,60,70,65,10,5,29
Okara,2021-12-29,Kg,120,140,130,20,10,29
Sweet Potato,2021-12-29,Kg,60,70,65,10,5,29
Barela,2021-12-29,Kg,70,80,75,10,5,29
Arum,2021-12-29,Kg,40,50,45,10,5,29
Christophine,2021-12-29,Kg,30,35,32,5,2,29
Brd Leaf Mustard,2021-12-29,Kg,30,40,35,10,5,29
Spinach Leaf,2021-12-29,Kg,80,90,85,10,5,29
Cress Leaf,2021-12-29,Kg,80,90,85,10,5,29
Mustard Leaf,2021-12-29,Kg,30,40,35,10,5,29
Fenugreek Leaf,2021-12-29,Kg,80,90,85,10,5,29
Onion Green,2021-12-29,Kg,50,60,55,10,5,29
Bakula,2021-12-29,Kg,100,110,105,10,5,29
Yam,2021-12-29,Kg,50,60,55,10,5,29
Mushroom(Kanya),2021-12-29,Kg,140,160,150,20,10,29
Mushroom(Button),2021-12-29,KG,250,280,265,30,15,29
Brocauli,2021-12-29,Kg,70,80,75,10,5,29
Sugarbeet,2021-12-29,Kg,70,80,75,10,5,29
Red Cabbbage,2021-12-29,Kg,200,250,225,50,25,29
Lettuce,2021-12-29,Kg,200,250,225,50,25,29
Knolkhol,2021-12-29,Kg,70,80,75,10,5,29
Celery,2021-12-29,Kg,250,300,275,50,25,29
Parseley,2021-12-29,Kg,450,500,475,50,25,29
Fennel Leaf,2021-12-29,Kg,80,90,85,10,5,29
Mint,2021-12-29,Kg,700,800,750,100,50,29
Turnip A,2021-12-29,Kg,70,80,75,10,5,29
Tamarind,2021-12-29,Kg,140,150,145,10,5,29
Bamboo Shoot,2021-12-29,Kg,90,100,95,10,5,29
Tofu,2021-12-29,Kg,90,100,95,10,5,29
Gundruk,2021-12-29,Kg,200,250,225,50,25,29
Apple(Jholey),2021-12-29,Kg,180,200,190,20,10,29
Apple(Fuji),2021-12-29,KG,250,280,265,30,15,29
Banana,2021-12-29,Doz,80,90,85,10,5,29
Lime,2021-12-29,Kg,90,100,95,10,5,29
Pomegranate,2021-12-29,Kg,350,400,375,50,25,29
Grapes(Green),2021-12-29,Kg,300,320,310,20,10,29
Grapes(Black),2021-12-29,Kg,450,500,475,50,25,29
Orange(Nepali),2021-12-29,Kg,120,130,125,10,5,29
Orange(Indian),2021-12-29,Kg,100,110,105,10,5,29
Water Melon(Green),2021-12-29,Kg,90,100,95,10,5,29
Sweet Orange,2021-12-29,Kg,120,130,125,10,5,29
Mandarin,2021-12-29,Kg,250,300,275,50,25,29
Pineapple,2021-12-29,1 Pc,120,130,125,10,5,29
Cucumber(Local),2021-12-29,Kg,110,120,115,10,5,29
Cucumber(Hybrid),2021-12-29,KG,60,70,65,10,5,29
Lemon,2021-12-29,Kg,50,60,55,10,5,29
Pear(Chinese),2021-12-29,Kg,220,250,235,30,15,29
Papaya(Nepali),2021-12-29,Kg,70,80,75,10,5,29
Papaya(Indian),2021-12-29,Kg,80,90,85,10,5,29
Guava,2021-12-29,Kg,110,130,120,20,10,29
Mombin,2021-12-29,Kg,70,80,75,10,5,29
Sugarcane,2021-12-29,1 Pc,90,100,95,10,5,29
Kinnow,2021-12-29,Kg,120,150,135,30,15,29
Strawberry,2021-12-29,Kg,500,550,525,50,25,29
Kiwi,2021-12-29,Kg,300,350,325,50,25,29
Avocado,2021-12-29,Kg,300,350,325,50,25,29
Amla,2021-12-29,Kg,70,80,75,10,5,29
Ginger,2021-12-29,Kg,30,40,35,10,5,29
Chilli Dry,2021-12-29,Kg,300,305,302,5,2,29
Chilli Green,2021-12-29,Kg,40,50,45,10,5,29
Chilli Green(Bullet),2021-12-29,KG,50,60,55,10,5,29
Chilli Green(Machhe),2021-12-29,KG,100,110,105,10,5,29
Chilli Green(Akbare),2021-12-29,KG,150,200,175,50,25,29
Capsicum,2021-12-29,Kg,100,120,110,20,10,29
Garlic Green,2021-12-29,Kg,90,100,95,10,5,29
Coriander Green,2021-12-29,Kg,100,150,125,50,25,29
Garlic Dry Chinese,2021-12-29,Kg,260,280,270,20,10,29
Garlic Dry Nepali,2021-12-29,Kg,190,200,195,10,5,29
Clive Dry,2021-12-29,Kg,320,350,335,30,15,29
Clive Green,2021-12-29,Kg,100,120,110,20,10,29
Fish Fresh(Rahu),2021-12-29,KG,285,300,292,15,7,29
Fish Fresh(Bachuwa),2021-12-29,KG,235,250,242,15,7,29
Fish Fresh(Chhadi),2021-12-29,KG,230,250,240,20,10,29
Fish Fresh(Mungari),2021-12-29,KG,230,250,240,20,10,29
Tomato Big(Nepali),2021-12-30,Kg,70,80,75,10,5,30
Tomato Big(Indian),2021-12-30,Kg,70,80,75,10,5,30
Tomato Small(Local),2021-12-30,Kg,30,40,35,10,5,30
Tomato Small(Indian),2021-12-30,KG,55,65,60,10,5,30
Tomato Small(Terai),2021-12-30,KG,55,65,60,10,5,30
Potato Red,2021-12-30,Kg,32,36,34,4,2,30
Potato Red(Indian),2021-12-30,KG,22,25,23,3,1,30
Potato White,2021-12-30,Kg,22,25,23,3,1,30
Onion Dry (Indian),2021-12-30,Kg,50,52,51,2,1,30
Carrot(Local),2021-12-30,Kg,80,90,85,10,5,30
Carrot(Terai),2021-12-30,Kg,70,80,75,10,5,30
Cabbage(Local),2021-12-30,Kg,40,50,45,10,5,30
Cabbage,2021-12-30,Kg,40,50,45,10,5,30
Cauli Local,2021-12-30,Kg,60,70,65,10,5,30
Cauli Local(Jyapu),2021-12-30,Kg,80,90,85,10,5,30
Raddish Red,2021-12-30,Kg,50,60,55,10,5,30
Raddish White(Local),2021-12-30,Kg,30,40,35,10,5,30
Raddish White(Hybrid),2021-12-30,Kg,40,50,45,10,5,30
Brinjal Long,2021-12-30,Kg,30,40,35,10,5,30
Cow pea(Long),2021-12-30,Kg,80,90,85,10,5,30
Cowpea(Short),2021-12-30,Kg,60,70,65,10,5,30
Green Peas,2021-12-30,Kg,60,70,65,10,5,30
French Bean(Local),2021-12-30,Kg,110,120,115,10,5,30
French Bean(Hybrid),2021-12-30,Kg,110,120,115,10,5,30
French Bean(Rajma),2021-12-30,Kg,140,150,145,10,5,30
Sword Bean,2021-12-30,Kg,40,50,45,10,5,30
Bitter Gourd,2021-12-30,Kg,100,110,105,10,5,30
Bottle Gourd,2021-12-30,Kg,60,70,65,10,5,30
Pointed Gourd(Terai),2021-12-30,Kg,140,150,145,10,5,30
Pumpkin,2021-12-30,Kg,25,30,27,5,2,30
Squash(Long),2021-12-30,Kg,40,50,45,10,5,30
Squash(Round),2021-12-30,Kg,40,50,45,10,5,30
Okara,2021-12-30,Kg,130,140,135,10,5,30
Sweet Potato,2021-12-30,Kg,60,70,65,10,5,30
Barela,2021-12-30,Kg,60,70,65,10,5,30
Arum,2021-12-30,Kg,40,50,45,10,5,30
Christophine,2021-12-30,Kg,70,80,75,10,5,30
Brd Leaf Mustard,2021-12-30,Kg,60,70,65,10,5,30
Spinach Leaf,2021-12-30,Kg,120,140,130,20,10,30
Cress Leaf,2021-12-30,Kg,120,140,130,20,10,30
Mustard Leaf,2021-12-30,Kg,60,70,65,10,5,30
Fenugreek Leaf,2021-12-30,Kg,120,140,130,20,10,30
Onion Green,2021-12-30,Kg,80,90,85,10,5,30
Bakula,2021-12-30,Kg,100,110,105,10,5,30
Yam,2021-12-30,Kg,50,60,55,10,5,30
Mushroom(Kanya),2021-12-30,Kg,120,150,135,30,15,30
Mushroom(Button),2021-12-30,KG,220,250,235,30,15,30
Brocauli,2021-12-30,Kg,80,90,85,10,5,30
Sugarbeet,2021-12-30,Kg,80,90,85,10,5,30
Red Cabbbage,2021-12-30,Kg,200,250,225,50,25,30
Knolkhol,2021-12-30,Kg,70,80,75,10,5,30
Celery,2021-12-30,Kg,350,400,375,50,25,30
Parseley,2021-12-30,Kg,600,700,650,100,50,30
Fennel Leaf,2021-12-30,Kg,120,140,130,20,10,30
Turnip A,2021-12-30,Kg,70,80,75,10,5,30
Tamarind,2021-12-30,Kg,140,150,145,10,5,30
Bamboo Shoot,2021-12-30,Kg,90,100,95,10,5,30
Tofu,2021-12-30,Kg,90,100,95,10,5,30
Gundruk,2021-12-30,Kg,200,250,225,50,25,30
Apple(Fuji),2021-12-30,KG,250,280,265,30,15,30
Banana,2021-12-30,Doz,90,100,95,10,5,30
Lime,2021-12-30,Kg,90,100,95,10,5,30
Pomegranate,2021-12-30,Kg,350,400,375,50,25,30
Grapes(Green),2021-12-30,Kg,300,320,310,20,10,30
Grapes(Black),2021-12-30,Kg,450,500,475,50,25,30
Orange(Nepali),2021-12-30,Kg,120,130,125,10,5,30
Orange(Indian),2021-12-30,Kg,100,110,105,10,5,30
Water Melon(Green),2021-12-30,Kg,90,100,95,10,5,30
Sweet Orange,2021-12-30,Kg,120,130,125,10,5,30
Pineapple,2021-12-30,1 Pc,120,130,125,10,5,30
Cucumber(Local),2021-12-30,Kg,120,140,130,20,10,30
Cucumber(Hybrid),2021-12-30,KG,60,70,65,10,5,30
Pear(Chinese),2021-12-30,Kg,220,250,235,30,15,30
Papaya(Nepali),2021-12-30,Kg,70,80,75,10,5,30
Papaya(Indian),2021-12-30,Kg,80,90,85,10,5,30
Guava,2021-12-30,Kg,120,130,125,10,5,30
Mombin,2021-12-30,Kg,70,80,75,10,5,30
Kinnow,2021-12-30,Kg,120,130,125,10,5,30
Kiwi,2021-12-30,Kg,300,350,325,50,25,30
Avocado,2021-12-30,Kg,300,350,325,50,25,30
Amla,2021-12-30,Kg,80,90,85,10,5,30
Ginger,2021-12-30,Kg,35,45,40,10,5,30
Chilli Dry,2021-12-30,Kg,300,305,302,5,2,30
Chilli Green,2021-12-30,Kg,40,50,45,10,5,30
Chilli Green(Bullet),2021-12-30,KG,50,60,55,10,5,30
Chilli Green(Machhe),2021-12-30,KG,80,90,85,10,5,30
Chilli Green(Akbare),2021-12-30,KG,200,220,210,20,10,30
Capsicum,2021-12-30,Kg,110,120,115,10,5,30
Garlic Green,2021-12-30,Kg,100,120,110,20,10,30
Coriander Green,2021-12-30,Kg,150,200,175,50,25,30
Garlic Dry Chinese,2021-12-30,Kg,260,280,270,20,10,30
Garlic Dry Nepali,2021-12-30,Kg,190,200,195,10,5,30
Clive Dry,2021-12-30,Kg,320,350,335,30,15,30
Fish Fresh(Rahu),2021-12-30,KG,285,300,292,15,7,30
Fish Fresh(Bachuwa),2021-12-30,KG,235,250,242,15,7,30
Fish Fresh(Chhadi),2021-12-30,KG,230,250,240,20,10,30
Fish Fresh(Mungari),2021-12-30,KG,230,250,240,20,10,30
Tomato Big(Nepali),2021-12-31,Kg,90,100,95,10,5,31
Tomato Big(Indian),2021-12-31,Kg,70,80,75,10,5,31
Tomato Small(Local),2021-12-31,Kg,40,50,45,10,5,31
Tomato Small(Indian),2021-12-31,KG,55,65,60,10,5,31
Tomato Small(Terai),2021-12-31,KG,60,70,65,10,5,31
Potato Red,2021-12-31,Kg,32,35,33,3,1,31
Potato Red(Indian),2021-12-31,KG,25,30,27,5,2,31
Potato White,2021-12-31,Kg,22,25,23,3,1,31
Onion Dry (Indian),2021-12-31,Kg,50,52,51,2,1,31
Carrot(Local),2021-12-31,Kg,100,110,105,10,5,31
Carrot(Terai),2021-12-31,Kg,70,80,75,10,5,31
Cabbage(Local),2021-12-31,Kg,40,50,45,10,5,31
Cabbage(Terai),2021-12-31,Kg,40,50,45,10,5,31
Cabbage,2021-12-31,Kg,40,50,45,10,5,31
Cauli Local,2021-12-31,Kg,50,60,55,10,5,31
