product,date,unit,min_price,max_price,avg_price
raddish white(local),2022-03-02,Kg,10.0,15.0,12.5
raddish white(hybrid),2022-03-02,Kg,15.0,20.0,17.5
brinjal long,2022-03-02,Kg,60.0,70.0,65.0
brinjal round,2022-03-02,Kg,60.0,70.0,65.0
green peas,2022-03-02,Kg,50.0,60.0,55.0
french bean(local),2022-03-02,Kg,90.0,100.0,95.0
french bean(hybrid),2022-03-02,Kg,90.0,100.0,95.0
french bean(rajma),2022-03-02,Kg,70.0,80.0,75.0
sword bean,2022-03-02,Kg,80.0,90.0,85.0
bitter gourd,2022-03-02,Kg,160.0,200.0,180.0
bottle gourd,2022-03-02,Kg,50.0,60.0,55.0
pumpkin,2022-03-02,Kg,30.0,35.0,32.5
squash(long),2022-03-02,Kg,30.0,40.0,35.0
squash(round),2022-03-02,Kg,30.0,40.0,35.0
turnip,2022-03-02,Kg,30.0,40.0,35.0
okara,2022-03-02,Kg,110.0,120.0,115.0
sweet potato,2022-03-02,Kg,70.0,80.0,75.0
barela,2022-03-02,Kg,40.0,50.0,45.0
arum,2022-03-02,Kg,40.0,50.0,45.0
christophine,2022-03-02,Kg,30.0,40.0,35.0
brd leaf mustard,2022-03-02,Kg,15.0,20.0,17.5
spinach leaf,2022-03-02,Kg,50.0,60.0,55.0
cress leaf,2022-03-02,Kg,50.0,60.0,55.0
mustard leaf,2022-03-02,Kg,30.0,40.0,35.0
fenugreek leaf,2022-03-02,Kg,50.0,60.0,55.0
onion green,2022-03-02,Kg,30.0,40.0,35.0
bakula,2022-03-02,Kg,80.0,90.0,85.0
yam,2022-03-02,Kg,50.0,60.0,55.0
mushroom(kanya),2022-03-02,Kg,160.0,180.0,170.0
mushroom(button),2022-03-02,KG,280.0,320.0,300.0
asparagus,2022-03-02,Kg,1200.0,1500.0,1350.0
brocauli,2022-03-02,Kg,30.0,40.0,35.0
sugarbeet,2022-03-02,Kg,70.0,80.0,75.0
drumstick,2022-03-02,Kg,200.0,250.0,225.0
red cabbbage,2022-03-02,Kg,50.0,80.0,65.0
lettuce,2022-03-02,Kg,80.0,90.0,85.0
knolkhol,2022-03-02,Kg,70.0,80.0,75.0
celery,2022-03-02,Kg,100.0,150.0,125.0
parseley,2022-03-02,Kg,200.0,220.0,210.0
fennel leaf,2022-03-02,Kg,50.0,60.0,55.0
mint,2022-03-02,Kg,600.0,700.0,650.0
turnip a,2022-03-02,Kg,50.0,60.0,55.0
tamarind,2022-03-02,Kg,150.0,160.0,155.0
bamboo shoot,2022-03-02,Kg,90.0,100.0,95.0
tofu,2022-03-02,Kg,80.0,90.0,85.0
gundruk,2022-03-02,Kg,200.0,250.0,225.0
apple(jholey),2022-03-02,Kg,200.0,220.0,210.0
apple(fuji),2022-03-02,KG,250.0,300.0,275.0
banana,2022-03-02,Doz,110.0,120.0,115.0
lime,2022-03-02,Kg,100.0,120.0,110.0
pomegranate,2022-03-02,Kg,250.0,300.0,275.0
grapes(green),2022-03-02,Kg,100.0,120.0,110.0
grapes(black),2022-03-02,Kg,180.0,200.0,190.0
orange(nepali),2022-03-02,Kg,170.0,180.0,175.0
orange(indian),2022-03-02,Kg,140.0,150.0,145.0
water melon(green),2022-03-02,Kg,50.0,60.0,55.0
sweet orange,2022-03-02,Kg,140.0,150.0,145.0
mandarin,2022-03-02,Kg,200.0,250.0,225.0
pineapple,2022-03-02,1 Pc,140.0,150.0,145.0
cucumber(local),2022-03-02,Kg,130.0,150.0,140.0
cucumber(hybrid),2022-03-02,KG,40.0,50.0,45.0
jack fruit,2022-03-02,Kg,90.0,100.0,95.0
lemon,2022-03-02,Kg,50.0,60.0,55.0
pear(chinese),2022-03-02,Kg,220.0,250.0,235.0
papaya(nepali),2022-03-02,Kg,50.0,60.0,55.0
papaya(indian),2022-03-02,Kg,90.0,100.0,95.0
guava,2022-03-02,Kg,100.0,120.0,110.0
mombin,2022-03-02,Kg,240.0,250.0,245.0
sugarcane,2022-03-02,1 Pc,140.0,150.0,145.0
kinnow,2022-03-02,Kg,100.0,120.0,110.0
strawberry,2022-03-02,Kg,500.0,600.0,550.0
kiwi,2022-03-02,Kg,500.0,600.0,550.0
avocado,2022-03-02,Kg,400.0,500.0,450.0
amla,2022-03-02,Kg,80.0,90.0,85.0
ginger,2022-03-02,Kg,35.0,45.0,40.0
chilli dry,2022-03-02,Kg,380.0,390.0,385.0
chilli green,2022-03-02,Kg,180.0,190.0,185.0
chilli green(bullet),2022-03-02,KG,170.0,180.0,175.0
chilli green(machhe),2022-03-02,KG,90.0,100.0,95.0
chilli green(akbare),2022-03-02,KG,350.0,400.0,375.0
capsicum,2022-03-02,Kg,140.0,150.0,145.0
garlic green,2022-03-02,Kg,40.0,50.0,45.0
coriander green,2022-03-02,Kg,40.0,50.0,45.0
garlic dry chinese,2022-03-02,Kg,180.0,200.0,190.0
garlic dry nepali,2022-03-02,Kg,160.0,170.0,165.0
clive dry,2022-03-02,Kg,320.0,350.0,335.0
clive green,2022-03-02,Kg,70.0,80.0,75.0
fish fresh(rahu),2022-03-02,KG,290.0,310.0,300.0
fish fresh(bachuwa),2022-03-02,KG,250.0,260.0,255.0
fish fresh(chhadi),2022-03-02,KG,250.0,260.0,255.0
fish fresh(mungari),2022-03-02,KG,250.0,260.0,255.0
tomato big(nepali),2022-03-03,Kg,50.0,60.0,55.0
tomato big(indian),2022-03-03,Kg,50.0,60.0,55.0
tomato small(local),2022-03-03,Kg,20.0,25.0,22.5
tomato small(indian),2022-03-03,KG,25.0,30.0,27.5
tomato small(terai),2022-03-03,KG,25.0,30.0,27.5
potato red,2022-03-03,Kg,26.0,30.0,28.0
potato red(indian),2022-03-03,KG,22.0,25.0,23.5
potato white,2022-03-03,Kg,18.0,20.0,19.0
onion dry (indian),2022-03-03,Kg,52.0,56.0,54.0
carrot(local),2022-03-03,Kg,20.0,30.0,25.0
carrot(terai),2022-03-03,Kg,15.0,20.0,17.5
cabbage(local),2022-03-03,Kg,20.0,30.0,25.0
cabbage(terai),2022-03-03,Kg,20.0,30.0,25.0
cabbage,2022-03-03,Kg,20.0,30.0,25.0
cauli local,2022-03-03,Kg,25.0,35.0,30.0
cauli local(jyapu),2022-03-03,Kg,40.0,50.0,45.0
cauli terai,2022-03-03,Kg,20.0,30.0,25.0
raddish red,2022-03-03,Kg,40.0,50.0,45.0
raddish white(local),2022-03-03,Kg,10.0,15.0,12.5
raddish white(hybrid),2022-03-03,Kg,15.0,20.0,17.5
brinjal long,2022-03-03,Kg,50.0,60.0,55.0
brinjal round,2022-03-03,Kg,50.0,60.0,55.0
green peas,2022-03-03,Kg,60.0,70.0,65.0
french bean(local),2022-03-03,Kg,70.0,80.0,75.0
french bean(hybrid),2022-03-03,Kg,70.0,80.0,75.0
french bean(rajma),2022-03-03,Kg,60.0,70.0,65.0
sword bean,2022-03-03,Kg,90.0,100.0,95.0
bitter gourd,2022-03-03,Kg,140.0,150.0,145.0
bottle gourd,2022-03-03,Kg,50.0,60.0,55.0
pumpkin,2022-03-03,Kg,30.0,35.0,32.5
squash(long),2022-03-03,Kg,20.0,30.0,25.0
squash(round),2022-03-03,Kg,20.0,30.0,25.0
turnip,2022-03-03,Kg,30.0,40.0,35.0
okara,2022-03-03,Kg,110.0,120.0,115.0
sweet potato,2022-03-03,Kg,70.0,80.0,75.0
barela,2022-03-03,Kg,60.0,70.0,65.0
arum,2022-03-03,Kg,40.0,50.0,45.0
christophine,2022-03-03,Kg,30.0,40.0,35.0
brd leaf mustard,2022-03-03,Kg,15.0,20.0,17.5
spinach leaf,2022-03-03,Kg,60.0,70.0,65.0
cress leaf,2022-03-03,Kg,60.0,70.0,65.0
mustard leaf,2022-03-03,Kg,30.0,40.0,35.0
fenugreek leaf,2022-03-03,Kg,60.0,70.0,65.0
onion green,2022-03-03,Kg,30.0,40.0,35.0
bakula,2022-03-03,Kg,50.0,70.0,60.0
yam,2022-03-03,Kg,50.0,60.0,55.0
mushroom(kanya),2022-03-03,Kg,120.0,150.0,135.0
mushroom(button),2022-03-03,KG,280.0,320.0,300.0
asparagus,2022-03-03,Kg,1200.0,1400.0,1300.0
brocauli,2022-03-03,Kg,30.0,40.0,35.0
sugarbeet,2022-03-03,Kg,70.0,80.0,75.0
drumstick,2022-03-03,Kg,200.0,250.0,225.0
red cabbbage,2022-03-03,Kg,50.0,80.0,65.0
lettuce,2022-03-03,Kg,70.0,80.0,75.0
knolkhol,2022-03-03,Kg,70.0,80.0,75.0
celery,2022-03-03,Kg,100.0,120.0,110.0
parseley,2022-03-03,Kg,180.0,200.0,190.0
fennel leaf,2022-03-03,Kg,60.0,70.0,65.0
mint,2022-03-03,Kg,600.0,700.0,650.0
turnip a,2022-03-03,Kg,50.0,60.0,55.0
tamarind,2022-03-03,Kg,150.0,160.0,155.0
bamboo shoot,2022-03-03,Kg,90.0,100.0,95.0
tofu,2022-03-03,Kg,80.0,90.0,85.0
gundruk,2022-03-03,Kg,200.0,250.0,225.0
apple(jholey),2022-03-03,Kg,200.0,220.0,210.0
apple(fuji),2022-03-03,KG,250.0,300.0,275.0
banana,2022-03-03,Doz,100.0,120.0,110.0
lime,2022-03-03,Kg,100.0,120.0,110.0
pomegranate,2022-03-03,Kg,250.0,300.0,275.0
grapes(green),2022-03-03,Kg,100.0,120.0,110.0
grapes(black),2022-03-03,Kg,180.0,200.0,190.0
orange(indian),2022-03-03,Kg,140.0,150.0,145.0
water melon(green),2022-03-03,Kg,60.0,70.0,65.0
sweet orange,2022-03-03,Kg,140.0,150.0,145.0
mandarin,2022-03-03,Kg,200.0,250.0,225.0
pineapple,2022-03-03,1 Pc,140.0,150.0,145.0
cucumber(local),2022-03-03,Kg,140.0,160.0,150.0
cucumber(hybrid),2022-03-03,KG,40.0,50.0,45.0
jack fruit,2022-03-03,Kg,90.0,100.0,95.0
lemon,2022-03-03,Kg,50.0,60.0,55.0
pear(chinese),2022-03-03,Kg,220.0,250.0,235.0
papaya(nepali),2022-03-03,Kg,60.0,70.0,65.0
papaya(indian),2022-03-03,Kg,80.0,90.0,85.0
guava,2022-03-03,Kg,100.0,120.0,110.0
mombin,2022-03-03,Kg,240.0,250.0,245.0
sugarcane,2022-03-03,1 Pc,100.0,120.0,110.0
kinnow,2022-03-03,Kg,110.0,120.0,115.0
strawberry,2022-03-03,Kg,500.0,600.0,550.0
kiwi,2022-03-03,Kg,500.0,600.0,550.0
avocado,2022-03-03,Kg,400.0,500.0,450.0
amla,2022-03-03,Kg,80.0,90.0,85.0
ginger,2022-03-03,Kg,35.0,45.0,40.0
chilli dry,2022-03-03,Kg,380.0,400.0,390.0
chilli green,2022-03-03,Kg,180.0,190.0,185.0
chilli green(bullet),2022-03-03,KG,170.0,180.0,175.0
chilli green(machhe),2022-03-03,KG,90.0,100.0,95.0
chilli green(akbare),2022-03-03,KG,350.0,380.0,365.0
capsicum,2022-03-03,Kg,110.0,120.0,115.0
garlic green,2022-03-03,Kg,50.0,60.0,55.0
coriander green,2022-03-03,Kg,50.0,60.0,55.0
garlic dry chinese,2022-03-03,Kg,180.0,200.0,190.0
garlic dry nepali,2022-03-03,Kg,140.0,150.0,145.0
clive dry,2022-03-03,Kg,320.0,350.0,335.0
clive green,2022-03-03,Kg,70.0,80.0,75.0
fish fresh(rahu),2022-03-03,KG,300.0,320.0,310.0
fish fresh(bachuwa),2022-03-03,KG,260.0,270.0,265.0
fish fresh(chhadi),2022-03-03,KG,300.0,350.0,325.0
fish fresh(mungari),2022-03-03,KG,250.0,260.0,255.0
tomato big(nepali),2022-03-05,Kg,60.0,70.0,65.0
tomato big(indian),2022-03-05,Kg,60.0,70.0,65.0
tomato small(local),2022-03-05,Kg,25.0,35.0,30.0
tomato small(indian),2022-03-05,KG,35.0,45.0,40.0
tomato small(terai),2022-03-05,KG,25.0,35.0,30.0
potato red,2022-03-05,Kg,28.0,30.0,29.0
potato red(indian),2022-03-05,KG,26.0,28.0,27.0
onion dry (indian),2022-03-05,Kg,54.0,56.0,55.0
carrot(local),2022-03-05,Kg,20.0,30.0,25.0
carrot(terai),2022-03-05,Kg,20.0,25.0,22.5
cabbage(local),2022-03-05,Kg,20.0,25.0,22.5
cabbage(terai),2022-03-05,Kg,20.0,25.0,22.5
cabbage,2022-03-05,Kg,20.0,25.0,22.5
cauli local,2022-03-05,Kg,30.0,40.0,35.0
cauli local(jyapu),2022-03-05,Kg,50.0,60.0,55.0
cauli terai,2022-03-05,Kg,25.0,30.0,27.5
raddish red,2022-03-05,Kg,30.0,35.0,32.5
raddish white(local),2022-03-05,Kg,12.0,16.0,14.0
raddish white(hybrid),2022-03-05,Kg,12.0,18.0,15.0
brinjal long,2022-03-05,Kg,60.0,70.0,65.0
brinjal round,2022-03-05,Kg,60.0,70.0,65.0
green peas,2022-03-05,Kg,50.0,60.0,55.0
french bean(local),2022-03-05,Kg,80.0,90.0,85.0
french bean(hybrid),2022-03-05,Kg,90.0,100.0,95.0
french bean(rajma),2022-03-05,Kg,50.0,60.0,55.0
sword bean,2022-03-05,Kg,60.0,70.0,65.0
bitter gourd,2022-03-05,Kg,140.0,150.0,145.0
bottle gourd,2022-03-05,Kg,60.0,70.0,65.0
pumpkin,2022-03-05,Kg,30.0,40.0,35.0
squash(long),2022-03-05,Kg,25.0,30.0,27.5
squash(round),2022-03-05,Kg,30.0,40.0,35.0
turnip,2022-03-05,Kg,30.0,40.0,35.0
okara,2022-03-05,Kg,120.0,130.0,125.0
sweet potato,2022-03-05,Kg,60.0,70.0,65.0
barela,2022-03-05,Kg,40.0,50.0,45.0
arum,2022-03-05,Kg,40.0,50.0,45.0
christophine,2022-03-05,Kg,30.0,40.0,35.0
brd leaf mustard,2022-03-05,Kg,15.0,20.0,17.5
spinach leaf,2022-03-05,Kg,40.0,50.0,45.0
cress leaf,2022-03-05,Kg,40.0,50.0,45.0
mustard leaf,2022-03-05,Kg,30.0,40.0,35.0
fenugreek leaf,2022-03-05,Kg,40.0,50.0,45.0
onion green,2022-03-05,Kg,20.0,30.0,25.0
bakula,2022-03-05,Kg,70.0,80.0,75.0
yam,2022-03-05,Kg,50.0,60.0,55.0
mushroom(kanya),2022-03-05,Kg,140.0,160.0,150.0
mushroom(button),2022-03-05,KG,340.0,380.0,360.0
brocauli,2022-03-05,Kg,30.0,40.0,35.0
sugarbeet,2022-03-05,Kg,60.0,70.0,65.0
red cabbbage,2022-03-05,Kg,60.0,70.0,65.0
lettuce,2022-03-05,Kg,70.0,80.0,75.0
knolkhol,2022-03-05,Kg,60.0,70.0,65.0
celery,2022-03-05,Kg,100.0,120.0,110.0
parseley,2022-03-05,Kg,200.0,220.0,210.0
fennel leaf,2022-03-05,Kg,40.0,50.0,45.0
mint,2022-03-05,Kg,600.0,700.0,650.0
turnip a,2022-03-05,Kg,50.0,60.0,55.0
tamarind,2022-03-05,Kg,150.0,160.0,155.0
bamboo shoot,2022-03-05,Kg,90.0,100.0,95.0
tofu,2022-03-05,Kg,90.0,100.0,95.0
gundruk,2022-03-05,Kg,200.0,250.0,225.0
apple(jholey),2022-03-05,Kg,200.0,220.0,210.0
apple(fuji),2022-03-05,KG,250.0,280.0,265.0
banana,2022-03-05,Doz,100.0,120.0,110.0
lime,2022-03-05,Kg,180.0,200.0,190.0
pomegranate,2022-03-05,Kg,250.0,280.0,265.0
grapes(green),2022-03-05,Kg,100.0,120.0,110.0
grapes(black),2022-03-05,Kg,180.0,200.0,190.0
orange(indian),2022-03-05,Kg,130.0,150.0,140.0
water melon(green),2022-03-05,Kg,50.0,60.0,55.0
sweet orange,2022-03-05,Kg,140.0,150.0,145.0
pineapple,2022-03-05,1 Pc,140.0,150.0,145.0
cucumber(local),2022-03-05,Kg,170.0,180.0,175.0
cucumber(hybrid),2022-03-05,KG,40.0,50.0,45.0
jack fruit,2022-03-05,Kg,100.0,120.0,110.0
lemon,2022-03-05,Kg,50.0,60.0,55.0
pear(chinese),2022-03-05,Kg,220.0,250.0,235.0
papaya(nepali),2022-03-05,Kg,50.0,60.0,55.0
papaya(indian),2022-03-05,Kg,80.0,90.0,85.0
guava,2022-03-05,Kg,100.0,120.0,110.0
mombin,2022-03-05,Kg,240.0,250.0,245.0
sugarcane,2022-03-05,1 Pc,100.0,120.0,110.0
kinnow,2022-03-05,Kg,110.0,120.0,115.0
strawberry,2022-03-05,Kg,500.0,600.0,550.0
kiwi,2022-03-05,Kg,500.0,600.0,550.0
avocado,2022-03-05,Kg,400.0,500.0,450.0
amla,2022-03-05,Kg,80.0,90.0,85.0
ginger,2022-03-05,Kg,40.0,50.0,45.0
chilli dry,2022-03-05,Kg,380.0,400.0,390.0
chilli green,2022-03-05,Kg,190.0,200.0,195.0
chilli green(bullet),2022-03-05,KG,180.0,200.0,190.0
chilli green(machhe),2022-03-05,KG,90.0,100.0,95.0
chilli green(akbare),2022-03-05,KG,400.0,450.0,425.0
capsicum,2022-03-05,Kg,130.0,140.0,135.0
garlic green,2022-03-05,Kg,40.0,50.0,45.0
coriander green,2022-03-05,Kg,40.0,50.0,45.0
garlic dry chinese,2022-03-05,Kg,180.0,200.0,190.0
garlic dry nepali,2022-03-05,Kg,140.0,150.0,145.0
clive dry,2022-03-05,Kg,320.0,350.0,335.0
clive green,2022-03-05,Kg,70.0,80.0,75.0
fish fresh(rahu),2022-03-05,KG,300.0,320.0,310.0
fish fresh(bachuwa),2022-03-05,KG,260.0,270.0,265.0
fish fresh(chhadi),2022-03-05,KG,320.0,350.0,335.0
fish fresh(mungari),2022-03-05,KG,250.0,260.0,255.0
tomato big(nepali),2022-03-06,Kg,60.0,70.0,65.0
tomato big(indian),2022-03-06,Kg,60.0,70.0,65.0
tomato small(local),2022-03-06,Kg,12.0,20.0,16.0
tomato small(indian),2022-03-06,KG,35.0,45.0,40.0
tomato small(terai),2022-03-06,KG,25.0,35.0,30.0
potato red,2022-03-06,Kg,28.0,30.0,29.0
potato red(indian),2022-03-06,KG,25.0,27.0,26.0
onion dry (indian),2022-03-06,Kg,55.0,58.0,56.5
carrot(local),2022-03-06,Kg,20.0,25.0,22.5
carrot(terai),2022-03-06,Kg,20.0,25.0,22.5
cabbage(local),2022-03-06,Kg,20.0,25.0,22.5
cabbage(terai),2022-03-06,Kg,20.0,25.0,22.5
cabbage,2022-03-06,Kg,20.0,25.0,22.5
cauli local,2022-03-06,Kg,25.0,30.0,27.5
cauli local(jyapu),2022-03-06,Kg,30.0,40.0,35.0
cauli terai,2022-03-06,Kg,20.0,30.0,25.0
raddish red,2022-03-06,Kg,30.0,35.0,32.5
raddish white(local),2022-03-06,Kg,10.0,15.0,12.5
raddish white(hybrid),2022-03-06,Kg,12.0,18.0,15.0
brinjal long,2022-03-06,Kg,70.0,80.0,75.0
brinjal round,2022-03-06,Kg,70.0,80.0,75.0
green peas,2022-03-06,Kg,50.0,60.0,55.0
french bean(local),2022-03-06,Kg,80.0,90.0,85.0
french bean(hybrid),2022-03-06,Kg,90.0,100.0,95.0
french bean(rajma),2022-03-06,Kg,70.0,80.0,75.0
sword bean,2022-03-06,Kg,110.0,120.0,115.0
bitter gourd,2022-03-06,Kg,150.0,160.0,155.0
bottle gourd,2022-03-06,Kg,60.0,70.0,65.0
pumpkin,2022-03-06,Kg,30.0,40.0,35.0
squash(long),2022-03-06,Kg,25.0,30.0,27.5
squash(round),2022-03-06,Kg,30.0,40.0,35.0
turnip,2022-03-06,Kg,50.0,60.0,55.0
okara,2022-03-06,Kg,120.0,130.0,125.0
sweet potato,2022-03-06,Kg,60.0,70.0,65.0
barela,2022-03-06,Kg,40.0,50.0,45.0
arum,2022-03-06,Kg,40.0,50.0,45.0
christophine,2022-03-06,Kg,30.0,40.0,35.0
brd leaf mustard,2022-03-06,Kg,15.0,20.0,17.5
spinach leaf,2022-03-06,Kg,40.0,50.0,45.0
cress leaf,2022-03-06,Kg,40.0,45.0,42.5
mustard leaf,2022-03-06,Kg,30.0,40.0,35.0
fenugreek leaf,2022-03-06,Kg,50.0,60.0,55.0
onion green,2022-03-06,Kg,20.0,25.0,22.5
bakula,2022-03-06,Kg,70.0,80.0,75.0
yam,2022-03-06,Kg,50.0,60.0,55.0
mushroom(kanya),2022-03-06,Kg,150.0,170.0,160.0
mushroom(button),2022-03-06,KG,330.0,350.0,340.0
brocauli,2022-03-06,Kg,30.0,40.0,35.0
sugarbeet,2022-03-06,Kg,70.0,80.0,75.0
red cabbbage,2022-03-06,Kg,60.0,70.0,65.0
lettuce,2022-03-06,Kg,70.0,80.0,75.0
knolkhol,2022-03-06,Kg,60.0,70.0,65.0
celery,2022-03-06,Kg,110.0,120.0,115.0
parseley,2022-03-06,Kg,220.0,250.0,235.0
fennel leaf,2022-03-06,Kg,50.0,60.0,55.0
mint,2022-03-06,Kg,600.0,700.0,650.0
turnip a,2022-03-06,Kg,60.0,70.0,65.0
tamarind,2022-03-06,Kg,150.0,160.0,155.0
bamboo shoot,2022-03-06,Kg,90.0,100.0,95.0
tofu,2022-03-06,Kg,90.0,100.0,95.0
gundruk,2022-03-06,Kg,220.0,250.0,235.0
apple(jholey),2022-03-06,Kg,200.0,220.0,210.0
apple(fuji),2022-03-06,KG,250.0,280.0,265.0
banana,2022-03-06,Doz,110.0,120.0,115.0
lime,2022-03-06,Kg,190.0,200.0,195.0
pomegranate,2022-03-06,Kg,250.0,260.0,255.0
grapes(green),2022-03-06,Kg,100.0,120.0,110.0
grapes(black),2022-03-06,Kg,180.0,200.0,190.0
orange(indian),2022-03-06,Kg,130.0,150.0,140.0
water melon(green),2022-03-06,Kg,50.0,60.0,55.0
sweet orange,2022-03-06,Kg,140.0,150.0,145.0
pineapple,2022-03-06,1 Pc,140.0,150.0,145.0
cucumber(local),2022-03-06,Kg,130.0,140.0,135.0
cucumber(hybrid),2022-03-06,KG,50.0,60.0,55.0
jack fruit,2022-03-06,Kg,100.0,120.0,110.0
lemon,2022-03-06,Kg,50.0,60.0,55.0
pear(chinese),2022-03-06,Kg,220.0,250.0,235.0
papaya(nepali),2022-03-06,Kg,50.0,60.0,55.0
papaya(indian),2022-03-06,Kg,90.0,100.0,95.0
guava,2022-03-06,Kg,100.0,120.0,110.0
mombin,2022-03-06,Kg,240.0,250.0,245.0
sugarcane,2022-03-06,1 Pc,100.0,120.0,110.0
kinnow,2022-03-06,Kg,110.0,120.0,115.0
strawberry,2022-03-06,Kg,500.0,600.0,550.0
kiwi,2022-03-06,Kg,500.0,600.0,550.0
avocado,2022-03-06,Kg,400.0,500.0,450.0
amla,2022-03-06,Kg,80.0,90.0,85.0
ginger,2022-03-06,Kg,40.0,50.0,45.0
chilli dry,2022-03-06,Kg,380.0,400.0,390.0
chilli green,2022-03-06,Kg,190.0,200.0,195.0
chilli green(bullet),2022-03-06,KG,190.0,200.0,195.0
chilli green(machhe),2022-03-06,KG,90.0,100.0,95.0
chilli green(akbare),2022-03-06,KG,350.0,400.0,375.0
capsicum,2022-03-06,Kg,130.0,140.0,135.0
garlic green,2022-03-06,Kg,40.0,50.0,45.0
coriander green,2022-03-06,Kg,50.0,60.0,55.0
garlic dry chinese,2022-03-06,Kg,180.0,200.0,190.0
garlic dry nepali,2022-03-06,Kg,140.0,150.0,145.0
clive dry,2022-03-06,Kg,320.0,350.0,335.0
clive green,2022-03-06,Kg,70.0,80.0,75.0
fish fresh(rahu),2022-03-06,KG,300.0,320.0,310.0
fish fresh(bachuwa),2022-03-06,KG,260.0,270.0,265.0
fish fresh(chhadi),2022-03-06,KG,320.0,350.0,335.0
fish fresh(mungari),2022-03-06,KG,250.0,260.0,255.0
tomato big(nepali),2022-03-07,Kg,60.0,70.0,65.0
tomato big(indian),2022-03-07,Kg,60.0,70.0,65.0
tomato small(local),2022-03-07,Kg,15.0,25.0,20.0
tomato small(indian),2022-03-07,KG,30.0,40.0,35.0
tomato small(terai),2022-03-07,KG,25.0,35.0,30.0
potato red,2022-03-07,Kg,28.0,30.0,29.0
potato red(indian),2022-03-07,KG,25.0,28.0,26.5
onion dry (indian),2022-03-07,Kg,50.0,55.0,52.5
carrot(local),2022-03-07,Kg,20.0,30.0,25.0
carrot(terai),2022-03-07,Kg,20.0,25.0,22.5
cabbage(local),2022-03-07,Kg,30.0,35.0,32.5
cabbage(terai),2022-03-07,Kg,30.0,35.0,32.5
cabbage,2022-03-07,Kg,30.0,35.0,32.5
cauli local,2022-03-07,Kg,30.0,40.0,35.0
cauli local(jyapu),2022-03-07,Kg,40.0,50.0,45.0
cauli terai,2022-03-07,Kg,25.0,30.0,27.5
raddish red,2022-03-07,Kg,30.0,35.0,32.5
raddish white(local),2022-03-07,Kg,10.0,15.0,12.5
raddish white(hybrid),2022-03-07,Kg,15.0,20.0,17.5
brinjal long,2022-03-07,Kg,70.0,80.0,75.0
brinjal round,2022-03-07,Kg,70.0,80.0,75.0
green peas,2022-03-07,Kg,50.0,60.0,55.0
french bean(local),2022-03-07,Kg,80.0,90.0,85.0
french bean(hybrid),2022-03-07,Kg,90.0,100.0,95.0
french bean(rajma),2022-03-07,Kg,70.0,80.0,75.0
sword bean,2022-03-07,Kg,110.0,120.0,115.0
bitter gourd,2022-03-07,Kg,160.0,170.0,165.0
bottle gourd,2022-03-07,Kg,50.0,60.0,55.0
pumpkin,2022-03-07,Kg,30.0,40.0,35.0
squash(long),2022-03-07,Kg,25.0,30.0,27.5
squash(round),2022-03-07,Kg,30.0,35.0,32.5
turnip,2022-03-07,Kg,50.0,60.0,55.0
okara,2022-03-07,Kg,120.0,130.0,125.0
sweet potato,2022-03-07,Kg,60.0,70.0,65.0
barela,2022-03-07,Kg,40.0,50.0,45.0
arum,2022-03-07,Kg,40.0,50.0,45.0
christophine,2022-03-07,Kg,30.0,40.0,35.0
brd leaf mustard,2022-03-07,Kg,10.0,15.0,12.5
spinach leaf,2022-03-07,Kg,40.0,50.0,45.0
cress leaf,2022-03-07,Kg,40.0,50.0,45.0
mustard leaf,2022-03-07,Kg,30.0,40.0,35.0
fenugreek leaf,2022-03-07,Kg,40.0,50.0,45.0
onion green,2022-03-07,Kg,20.0,30.0,25.0
bakula,2022-03-07,Kg,60.0,70.0,65.0
yam,2022-03-07,Kg,50.0,60.0,55.0
mushroom(kanya),2022-03-07,Kg,150.0,180.0,165.0
mushroom(button),2022-03-07,KG,380.0,400.0,390.0
brocauli,2022-03-07,Kg,30.0,40.0,35.0
sugarbeet,2022-03-07,Kg,60.0,70.0,65.0
red cabbbage,2022-03-07,Kg,60.0,70.0,65.0
lettuce,2022-03-07,Kg,70.0,80.0,75.0
celery,2022-03-07,Kg,110.0,120.0,115.0
parseley,2022-03-07,Kg,210.0,220.0,215.0
fennel leaf,2022-03-07,Kg,40.0,50.0,45.0
mint,2022-03-07,Kg,600.0,700.0,650.0
turnip a,2022-03-07,Kg,60.0,70.0,65.0
tamarind,2022-03-07,Kg,150.0,160.0,155.0
bamboo shoot,2022-03-07,Kg,90.0,100.0,95.0
tofu,2022-03-07,Kg,90.0,100.0,95.0
gundruk,2022-03-07,Kg,220.0,250.0,235.0
apple(jholey),2022-03-07,Kg,210.0,220.0,215.0
apple(fuji),2022-03-07,KG,250.0,280.0,265.0
banana,2022-03-07,Doz,110.0,120.0,115.0
lime,2022-03-07,Kg,180.0,200.0,190.0
pomegranate,2022-03-07,Kg,250.0,260.0,255.0
grapes(green),2022-03-07,Kg,110.0,120.0,115.0
grapes(black),2022-03-07,Kg,180.0,200.0,190.0
orange(indian),2022-03-07,Kg,130.0,140.0,135.0
water melon(green),2022-03-07,Kg,50.0,60.0,55.0
sweet orange,2022-03-07,Kg,140.0,150.0,145.0
pineapple,2022-03-07,1 Pc,140.0,150.0,145.0
cucumber(local),2022-03-07,Kg,120.0,130.0,125.0
cucumber(hybrid),2022-03-07,KG,40.0,50.0,45.0
jack fruit,2022-03-07,Kg,100.0,110.0,105.0
